year,v0.10.0,v0.12.0,v0.14.0,v1.0.0rc5,v1.0.0,v1.1.0
1867,1.0092764542936283,0.9993484764542936,0.9984986149584488,0.9984986149584488,0.9984986149584488,0.9984986149584487
1868,1.002579222926426,1.002579222926426,1.0010721961972997,1.0010721961972997,1.0010721961972997,1.0010721961972997
1869,0.9916618188869498,0.989947409860562,0.9860839457313326,0.9860839457313326,0.9860839457313326,0.9860839457313326
1870,1.0184555365825738,1.0120925317013432,1.0004902660241988,1.0004902660241988,1.0004902660241988,1.0004902660241988
1871,1.0414319558412433,1.0294014326945504,1.025997548609279,1.025997548609279,1.025997548609279,1.025997548609279
1872,1.00839672033982,1.0111626988047022,0.9977781227410782,0.9977781227410782,0.9977781227410782,0.9977781227410782
1873,0.9991341817010309,1.0014967246563575,0.9962299030436916,0.9962299030436916,0.9962299030436916,0.9962299030436916
1874,1.0191204016675115,1.0104034631851728,1.0054746035434623,1.0054746035434623,1.0054746035434623,1.0054746035434623
1875,1.0033112013210403,0.9996462318242282,0.9934515618549608,0.9934515618549608,0.9934515618549608,0.9934515618549609
1876,0.9981960985563024,0.9946363944072694,0.991794394986442,0.991794394986442,0.991794394986442,0.991794394986442
1877,1.0043177523683504,0.997894570628932,0.996107759277054,0.996107759277054,0.996107759277054,0.996107759277054
1878,1.018034446984295,1.0099378864875754,1.0055816362514325,1.0055816362514325,1.0055816362514325,1.0055816362514325
1879,1.0093485481624342,1.0026786670952532,0.9991963998714236,0.9991963998714236,0.9991963998714236,0.9991963998714237
1880,1.0154621848739496,0.998935574229692,0.9970448179271711,0.9970448179271708,0.9970448179271708,0.9970448179271708
1881,1.0133998855016455,1.007597901597472,1.0021197792236864,1.0021197792236864,1.0021197792236864,1.0021197792236864
1882,1.000976922509769,0.9974931799749316,0.9936420401305952,0.9936420401305952,0.9936420401305952,0.9936420401305952
1883,1.0132178489287251,1.0010549688407768,0.9988960469406888,0.998896046940689,0.998896046940689,0.998896046940689
1884,1.0070709146968138,1.0026310380267214,0.9957489098873468,0.9957489098873468,0.9957489098873468,0.9957489098873469
1885,1.0150900870052215,1.0100253086729762,1.0052660454399494,1.0052660454399494,1.0052660454399494,1.0052660454399494
1886,1.0222699048466737,1.0119588022124737,1.0051783330154491,1.0051783330154491,1.0051783330154491,1.0051783330154493
1887,1.1866438152130312,1.153742885399828,1.1285553141545293,1.1285553141545293,1.1309046713084507,1.1309046713084507
1888,1.0130208333333333,1.0023138372747749,0.9962003018643644,0.9962003018643644,0.9962003018643644,0.9962003018643643
1889,1.0182457163385694,1.0057144989335318,1.003935085152577,1.003935085152577,1.003935085152577,1.003935085152577
1890,1.0175356758078695,1.011961392794115,1.0061400725744083,1.0061400725744083,1.0061400725744083,1.0061400725744085
1891,1.0045830869308103,0.9953223749582624,0.9941909348008868,0.9941909348008864,0.9941909348008864,0.9941909348008865
1892,1.0829600219369284,1.0621806784535035,1.059308205320558,1.059308205320558,1.059308205320558,1.059308205320558
1893,1.0031014621178556,1.0,0.993402591547544,0.993402591547544,0.993402591547544,0.9934025915475441
1894,1.0045637743006166,1.00019845392406,0.999936068534531,0.999936068534531,0.999936068534531,0.999936068534531
1895,0.9944082125603868,0.9897433574879227,0.9896316425120774,0.9896316425120774,0.9896316425120774,0.9896316425120774
1896,0.9952569169960476,0.9952569169960476,0.9908780903665816,0.9908780903665816,0.9908780903665816,0.9908780903665815
1897,1.0045217391304346,1.0009565217391303,0.999459420289855,0.999459420289855,0.999459420289855,0.999459420289855
1898,1.0068460245015611,0.997717991832813,0.996777964608856,0.996777964608856,0.996777964608856,0.9967779646088559
1899,1.0031999999999996,0.9987809523809524,0.9945722567287788,0.9945722567287784,0.9945722567287784,0.9945722567287785
1900,1.0021291448516578,0.9953608012747552,0.9941361256544502,0.9941361256544502,0.9941361256544502,0.9941361256544502
1901,1.0052759197324417,1.0000515607580824,0.9989506688963208,0.998950668896321,0.998950668896321,0.998950668896321
1902,0.9977287475665152,0.9968332251784556,0.9923498449780084,0.9923498449780084,0.9923498449780084,0.9923498449780084
1903,1.011713554987212,1.0041943734015348,1.0036968146942573,1.0036968146942573,1.0036968146942573,1.0036968146942573
1904,1.0119267734553774,1.0050587337909995,1.00457055682685,1.00457055682685,1.00457055682685,1.00457055682685
1905,1.05569200132758,1.0234561345281556,1.0201084190729062,1.0201084190729062,1.0201084190729062,1.0201084190729062
1906,1.0065144596651447,1.0001230891403612,0.9992257296009528,0.9992257296009528,0.9992257296009528,0.9992257296009529
1907,1.0165064102564103,1.0027313266443705,1.0007079152731326,1.0007079152731326,1.0007079152731326,1.0007079152731326
1908,1.0038830584707648,0.9944677661169417,0.9894202898550724,0.9894202898550724,0.9894202898550724,0.9894202898550725
1909,1.0144544708777687,1.0016570959803115,1.0001736395952965,1.0001736395952965,1.0001736395952965,1.0001736395952965
1910,1.0072514619883042,0.994830917874396,0.993335875921688,0.9933358759216884,0.9933358759216884,0.9933358759216883
1911,1.0047554347826089,0.9909756728778468,0.979138198757764,0.979138198757764,0.979138198757764,0.979138198757764
1912,1.0054901120868136,1.003005640037124,0.9922224601984722,0.9922224601984722,0.9922224601984722,0.9922224601984722
1913,1.0184476650563608,1.0020354267310787,1.0002950080515296,1.0002950080515296,1.0002950080515296,1.0002950080515296
1914,1.1364444444444446,1.0966395215090867,1.0927784679089028,1.0927784679089028,1.0927784679089028,1.0927784679089028
1915,1.0142486651411131,1.0032773963895243,1.001018306636155,1.001018306636155,1.001018306636155,1.0010183066361553
1916,1.0241841004184105,1.001492935540598,1.0001261294039172,1.000126129403917,1.000126129403917,1.000126129403917
1917,1.004080826970028,0.9913157758038544,0.9888608383980052,0.9888608383980054,0.9888608383980054,0.9888608383980054
1918,1.0243478260869563,0.99836427291972,0.9940180752320468,0.9940180752320468,0.9940180752320468,0.9940180752320469
1919,1.27045694799659,1.211380221653879,1.184835464620631,1.1848354646206307,1.1848354646206307,1.1848354646206307
1920,1.0114333800841515,0.983619448340346,0.9773782141187471,0.9773782141187471,0.9773782141187471,0.9773782141187473
1921,0.960986974866997,0.9545453433620746,0.9254497645691924,0.9254497645691924,0.9277245765303004,0.9277245765303004
1922,1.0034594391116132,0.999189409624192,0.9952682100508186,0.9952682100508184,0.9976962168266512,0.9976962168266513
1923,0.9982665809952168,0.9975569358178056,0.9967601913329048,0.9967601913329048,0.999073320482616,0.9990733204826159
1924,1.0096078431372546,1.0003282182438191,0.9872605853935776,0.9872605853935776,0.9872605853935776,0.9872605853935776
1925,1.0077272727272724,0.9971541501976288,0.9933399209486168,0.9933399209486168,0.9933399209486168,0.9933399209486169
1926,1.0034447600320442,0.9975442429539,0.9959944650790182,0.9959944650790185,0.9959944650790185,0.9959944650790185
1927,1.0011879552451752,0.9966118495156566,0.9948411804460464,0.9948411804460464,0.9948411804460464,0.9948411804460463
1928,1.0120798239623645,0.9935624857728202,0.9858046892783972,0.9858046892783976,0.9858046892783976,0.9858046892783976
1929,1.010537084398977,1.0015302642796249,1.0001477692526284,1.0001477692526284,1.0001477692526284,1.0001477692526284
1930,1.0025928329367657,0.997747494411998,0.994443723411926,0.994443723411926,0.994443723411926,0.9944437234119259
1931,1.0081159420289854,0.9939159713072758,0.9909427609427608,0.9909427609427608,0.9909427609427608,0.9909427609427609
1932,1.0025008983111754,0.9941717570966584,0.9842627859623908,0.9842627859623908,0.9842627859623908,0.9842627859623908
1933,1.0086714975845406,0.9994469870327994,0.9968014238494788,0.9968014238494788,0.9968014238494788,0.9968014238494788
1934,1.007646176911544,1.0003926608124507,0.9960019990004996,0.9960019990004996,0.9960019990004996,0.9960019990004996
1935,1.00551828847481,0.9969979296066253,0.9929661835748792,0.9929661835748792,0.9929661835748792,0.9929661835748793
1936,1.010185185185185,1.0025577026301666,0.9914747718733226,0.9914747718733228,0.994622920021471,0.994622920021471
1937,1.0120923913043478,1.0003925120772947,0.9905480072463768,0.9905480072463768,0.9905480072463768,0.9905480072463767
1938,1.0109281875915972,1.003634587200782,1.001029148347175,1.001029148347175,1.001029148347175,1.001029148347175
1939,1.0255583972719522,1.0129641943734016,0.998311167945439,0.998311167945439,0.998311167945439,0.998311167945439
1940,1.0184829431438125,1.0016927536231883,0.998485618729097,0.998485618729097,0.998485618729097,0.998485618729097
1941,1.007402188233946,0.9931912699776594,0.9893693074411408,0.989369307441141,0.989369307441141,0.989369307441141
1942,1.0220653859116955,0.995557802494102,0.9939507920458376,0.9939507920458376,0.9942298618132795,0.9942298618132795
1943,1.02516008155618,1.00603515732628,1.004907698242134,1.0049076982421337,1.0049076982421337,1.0049076982421337
1944,1.0098550724637676,1.0014385839866953,0.9993252554050844,0.9993252554050844,0.9993252554050844,0.9993252554050843
1945,1.00256543370106,1.0013941163746485,0.9987583820030284,0.9987583820030284,0.9987583820030284,0.9987583820030284
1946,1.0168,1.0067014492753623,1.0056389986824767,1.0056389986824767,1.0056389986824767,1.0056389986824767
1947,1.0080434782608696,1.0042973602484475,1.0035015527950313,1.0035015527950313,1.0035015527950313,1.0035015527950313
1948,1.0122918891431478,1.0001057716755657,0.99832901093313,0.99832901093313,0.99832901093313,0.9983290109331299
1949,1.015755233494364,1.0085281803542672,1.0063999999999995,1.0063999999999995,1.0063999999999995,1.0063999999999997
1950,1.0146255557480224,1.0014053929210691,0.9999780587793752,0.9999780587793752,0.9999780587793752,0.9999780587793751
1951,1.004273504273504,1.0017069243156198,0.9990164746686488,0.9990164746686488,0.9990164746686488,0.9990164746686487
1952,1.002087215320911,1.0029399585921326,0.9976436335403726,0.9976436335403728,0.9976436335403728,0.9976436335403728
1953,1.0010832832431709,1.0030414746543777,0.9955413076871704,0.99554130768717,0.99554130768717,0.9955413076871701
1954,1.0172288295314225,1.0084083966985118,1.0037720153376226,1.0037720153376224,1.0037720153376224,1.0037720153376224
1955,1.001883425099677,1.0007050186697042,0.9963141573318144,0.9963141573318144,0.9963141573318144,0.9963141573318145
1956,1.0028961748633878,0.997424566405322,0.9947398431931574,0.9947398431931574,0.9947398431931574,0.9947398431931574
1957,1.012068808384598,0.994999620262778,0.9881651097440572,0.9881651097440572,0.9881651097440572,0.9881651097440571
1958,1.0679751900760304,1.052688711848376,1.049230601331442,1.0492306013314414,1.0492306013314414,1.0492306013314414
1959,1.0047166821273965,0.9970980210265924,0.9961815862708718,0.996181586270872,0.996181586270872,0.9961815862708719
1960,1.005221238938053,0.998395586714171,0.9963575067999848,0.9963575067999848,0.9963575067999848,0.9963575067999849
1961,0.99124299984706,0.9890388551699,0.987622064021152,0.987622064021152,0.987622064021152,0.9876220640211519
1962,1.0010798100872558,0.9886498457224492,0.987867039836004,0.9878670398360038,0.9878670398360038,0.9878670398360038
1963,0.9831705847477344,0.9908531649668122,0.9895156889422092,0.9895156889422092,0.9895156889422092,0.9895156889422091
1964,1.005824364307912,0.989590883366264,0.9869727801662084,0.9869727801662084,0.9869727801662084,0.9869727801662083
1965,0.9907461423034896,0.987789404508828,0.9849738886072807,0.9849738886072807,0.9849738886072807,0.9849738886072809
1966,0.9946100001808724,0.991377662968068,0.9909414345029866,0.9909414345029866,0.9909414345029866,0.9909414345029866
1967,0.9855259393481964,0.9885811847999753,0.9649103716522018,0.9649103716522018,0.9649103716522018,0.9649103716522018
1968,0.9998874333725184,0.9902676386588763,0.9876588738388818,0.9876588738388818,0.9876588738388818,0.9876588738388818
1969,0.9901307230983496,0.9908583472350064,0.9873875932213764,0.9873875932213764,0.9873875932213764,0.9873875932213764
1970,0.993537565980958,0.9898297494991432,0.9754859185628552,0.9754859185628554,0.9759933910959044,0.9759933910959045
1971,1.0007892659826363,1.001049723756906,1.0007892659826363,1.0007892659826363,1.0007892659826363,1.0007892659826363
1972,1.0045158488927486,1.0054884932696482,1.0045158488927486,1.0045158488927486,1.0045158488927486,1.0045158488927486
1973,1.002826254826255,1.0057142857142856,1.002764478764479,1.002764478764479,1.002764478764479,1.002764478764479
1974,0.988044733044733,1.0016017316017316,0.988044733044733,0.988044733044733,0.988044733044733,0.988044733044733
1975,1.005127445168939,1.0069531713100175,1.0039774748073504,1.003977474807351,1.003977474807351,1.0039774748073507
1976,1.005948673227856,1.024464307960633,1.0039398280802292,1.0039398280802292,1.0039398280802292,1.0039398280802292
1977,1.0008808610163311,1.0040499357072707,1.003058383629011,1.003058383629011,1.003058383629011,1.003058383629011
1978,1.0079934085123652,1.0064869584465734,1.000811638402794,1.000811638402794,1.0025578907239567,1.0025578907239567
1979,1.009468045346954,1.0263712243904095,1.005113424012141,1.0051134240121409,1.007644653838749,1.0076446538387487
1980,1.0077001759858704,1.0109657621712973,1.0071093208978457,1.0071093208978457,1.009803111836797,1.009803111836797
1981,1.012532418457724,1.0142396546380823,1.007927230417077,1.007927230417077,1.0135056518216865,1.0135056518216865
1982,1.0076274264498166,1.0281228920802754,1.0029229820181835,1.0029229820181838,1.0029921650245313,1.0029921650245313
1983,1.006,1.0092091690544411,1.006,1.006,1.006,1.006
1984,1.01048351661953,1.0114984497515271,1.0081380309059518,1.0081380309059516,1.0081504081392687,1.0081504081392687
1985,1.00995357915942,1.019525531462319,1.0078452471815915,1.0078452471815915,1.0106480149147286,1.0106480149147286
1986,1.008907437398779,1.009709418213529,1.008907437398779,1.008907437398779,1.008907437398779,1.008907437398779
1987,1.006929027401154,1.0094794011230863,1.006929027401154,1.006929027401154,1.006929027401154,1.006929027401154
1988,1.0037317914314638,1.024012147624522,1.0037317914314638,1.0037317914314636,1.0037317914314636,1.0037317914314636
1989,1.0048836748301526,1.0036942927681969,1.0030094970355554,1.0030094970355554,1.0031176226775516,1.0031176226775516
1990,1.0060416250194353,1.0064192265831502,1.005042091468426,1.005042091468426,1.00790742098132,1.00790742098132
1991,1.0018049319766262,1.009002098233423,0.998939602463732,0.9989396024637324,0.998984725763148,0.9989847257631479
1992,1.0005590886854427,1.0010482912852052,0.9995107974002376,0.9995107974002376,1.0023761269131315,1.0023761269131315
1993,0.999404011461318,1.0017879656160458,0.999404011461318,0.999404011461318,0.999404011461318,0.999404011461318
1994,0.999365869697966,1.0093475503781295,0.999365869697966,0.999365869697966,0.999365869697966,0.999365869697966
1995,0.9993771022798056,1.0000498318176156,0.9993771022798056,0.9993771022798056,0.9993771022798056,0.9993771022798057
1996,0.9998314512051238,1.0,0.9998314512051238,0.999831451205124,0.999831451205124,0.999831451205124
1997,0.9999295410775518,1.0000234863074828,0.9999295410775518,0.9999295410775518,0.9999295410775518,0.9999295410775518
1998,0.9997441670077772,1.0093379042161277,0.9997441670077772,0.9997441670077774,0.9997441670077774,0.9997441670077774
1999,0.9999328438395416,1.000044770773639,0.9999328438395416,0.9999328438395416,0.9999328438395416,0.9999328438395416
2000,0.999751821853214,1.0,0.999751821853214,0.999751821853214,0.999751821853214,0.999751821853214
2001,0.9997707736389684,1.0000916905444126,0.9997707736389684,0.9997707736389684,0.9997707736389684,0.9997707736389685
2002,1.001150829066654,1.0083611254638547,0.9992719244680353,0.9992719244680353,0.9992719244680353,0.9992719244680351
2003,1.0007484069623231,1.0028225634007617,1.002394902279434,1.0023949022794338,1.0023949022794338,1.0023949022794338
2004,0.9997015281757404,1.002865329512894,1.0025668576886342,1.0025668576886342,1.0025668576886342,1.0025668576886342
2005,0.9997035866021146,1.0028455686197018,1.0025689161150082,1.0025689161150084,1.0025689161150084,1.0025689161150084
2006,0.9992204618236978,1.010639642676555,1.002085791336592,1.002085791336592,1.002085791336592,1.002085791336592
2007,0.9997982162314862,1.0029460430202997,1.0026635457443809,1.0026635457443809,1.0026635457443809,1.0026635457443807
2008,0.9998577495986508,1.0028653295128942,1.002723079111545,1.002723079111545,1.002723079111545,1.002723079111545
2009,0.999824571662476,1.0028458374753917,1.0026899011753698,1.0026899011753698,1.0026899011753698,1.0026899011753698
2010,0.9994179799426934,1.011103151862464,1.0022833094555872,1.0022833094555872,1.0022833094555872,1.0022833094555872
2011,0.9995292672943102,1.002865329512894,1.0023945968072043,1.0023945968072043,1.0023945968072043,1.0023945968072043
2012,0.9996207652115288,1.0028863981122536,1.0024860947244223,1.0024860947244227,1.0024860947244227,1.0024860947244227
2013,0.9996364880468714,1.0028225634007617,1.002501817559766,1.002501817559766,1.002501817559766,1.002501817559766
2014,0.999487502038344,1.0116476809467234,1.0023528315512382,1.002352831551238,1.002352831551238,1.002352831551238
2015,0.9997795900374696,1.0028873705091472,1.002644919550364,1.0026449195503635,1.0026449195503635,1.0026449195503637
2016,0.9995723388786724,1.002908095625027,1.002437668391567,1.0024376683915668,1.0024376683915668,1.0024376683915668
2017,0.9995964324629728,1.0029056862665968,1.002461761975867,1.002461761975867,1.002461761975867,1.002461761975867
2018,0.9993348342202212,1.012459066721244,1.0022001637331148,1.0022001637331148,1.0022001637331148,1.0022001637331148
2019,0.9998451173236274,1.002865329512894,1.0027104468365216,1.0027104468365216,1.0027104468365216,1.0027104468365216
2020,0.9997279750462442,1.0028653295128942,1.0025933045591384,1.0025933045591382,1.0025933045591382,1.0025933045591382
2021,1.2331611445175348,0.93205610802105,1.003571572702692,1.003571572702692,1.003571572702692,1.002421405222164
